Sample	Ring.fr.pith	Ring.fr.bark	Distance.fr.pith	Ring.width	EW.width	LW.width	Proportion.EW	Density	Min.density	Max.density	EW.density	LW.density
5U	35	47	45.885	1.51	1.18	0.33	0.781456954	0.451057098	0.259780731	1.033107118	0.326592446	0.896112522
5U	36	46	47.435	1.59	1.3	0.29	0.817610063	0.450891932	0.244840304	1.084847669	0.337490972	0.959241063
5U	37	45	48.9	1.34	1.07	0.27	0.798507463	0.42303833	0.274509032	0.921065963	0.339736804	0.753159195
5U	38	44	50.35	1.56	1.12	0.44	0.717948718	0.498099142	0.274440106	0.987672634	0.357637619	0.855637564
5U	39	43	52.01	1.76	1.25	0.51	0.710227273	0.492330421	0.274357035	0.942793165	0.361955243	0.811877425
5U	40	42	53.545	1.31	0.95	0.36	0.72519084	0.461334493	0.274265411	0.883153469	0.349478647	0.75650964
5U	41	41	54.795	1.19	0.91	0.28	0.764705882	0.469479852	0.274207229	1.016585818	0.342254243	0.882963084
5U	42	40	56	1.22	0.92	0.3	0.754098361	0.496335425	0.281572038	1.001514042	0.369680072	0.884745177
5U	43	39	57.165	1.11	0.79	0.32	0.711711712	0.556422587	0.29636214	1.068119336	0.394808893	0.955406394
5U	44	38	58.14	0.84	0.56	0.28	0.666666667	0.533377619	0.274035862	0.986316247	0.360432768	0.879267319
5U	45	37	58.98	0.84	0.54	0.3	0.642857143	0.597945397	0.303674437	1.090032964	0.379240002	0.991615107
5U	46	36	59.72	0.64	0.49	0.15	0.765625	0.478524241	0.273962123	0.941533522	0.379929431	0.800600622
5U	47	35	60.34	0.6	0.44	0.16	0.733333333	0.455266216	0.26651079	0.859848056	0.339498862	0.773626441
5U	48	34	60.915	0.55	0.41	0.14	0.745454545	0.466849578	0.273897004	0.882007926	0.358913071	0.782949349
5U	49	33	61.525	0.67	0.51	0.16	0.76119403	0.478059614	0.266449904	1.007962545	0.353690545	0.874486019
5U	50	32	62.275	0.82	0.61	0.21	0.743902439	0.523166484	0.288663307	1.030058556	0.393679313	0.899295886
5U	51	31	63.075	0.77	0.55	0.22	0.714285714	0.54171981	0.303445671	1.000248717	0.399009956	0.898494445
5U	52	30	63.955	0.99	0.63	0.36	0.636363636	0.573288618	0.288582502	1.074213489	0.391286573	0.891792196
5U	53	29	64.995	1.09	0.74	0.35	0.678899083	0.561744801	0.325579664	1.036951341	0.383356442	0.93890876
5U	54	28	66.07	1.06	0.68	0.38	0.641509434	0.538469337	0.266234572	1.014488234	0.339671913	0.894212095
5U	55	27	67.095	0.99	0.7	0.29	0.707070707	0.536141651	0.295826474	1.058759862	0.392644439	0.88251423
5U	56	26	68.1	1.02	0.73	0.29	0.715686275	0.509222736	0.288346723	0.999313772	0.352168346	0.904566544
5U	57	25	69.195	1.17	0.76	0.41	0.64957265	0.57979174	0.310522003	1.117592406	0.369168117	0.970216017
5U	58	24	70.115	0.67	0.49	0.18	0.731343284	0.471558585	0.280842242	0.917523488	0.349888459	0.802771707
5U	59	23	70.82	0.74	0.54	0.2	0.72972973	0.516281026	0.310412918	1.058051096	0.373474351	0.901859047
5U	60	22	71.7	1.02	0.71	0.31	0.696078431	0.518029038	0.302954069	1.02824409	0.344246486	0.916047139
5U	61	21	72.795	1.17	0.76	0.41	0.64957265	0.511417261	0.280710052	0.902259979	0.351883138	0.807139049
5U	62	20	74.135	1.51	0.95	0.56	0.629139073	0.596040872	0.295447445	1.064770263	0.374405635	0.972029219
5U	63	19	75.745	1.71	1.12	0.59	0.65497076	0.518112911	0.310140828	0.960889736	0.366539939	0.805844654
5U	64	18	77.305	1.41	0.92	0.49	0.65248227	0.513226727	0.243507976	0.990193158	0.32917695	0.858789573
5U	65	17	78.63	1.24	0.9	0.34	0.725806452	0.53618821	0.295188612	1.026933632	0.378473545	0.953668205
5U	66	16	79.86	1.21	0.83	0.38	0.685950413	0.552000728	0.287737293	1.041472296	0.38888649	0.908276565
5U	67	15	81.14	1.34	1.02	0.32	0.76119403	0.502911438	0.295047178	1.019053462	0.381979743	0.888381213
5U	68	14	82.5	1.38	0.95	0.43	0.688405797	0.547021651	0.280212359	1.048338772	0.367140593	0.944433291
5U	69	13	83.86	1.34	0.98	0.36	0.731343284	0.521122349	0.280144489	0.996387761	0.378855993	0.908402986
5U	70	12	85.195	1.33	0.99	0.34	0.744360902	0.471234004	0.250525754	1.010906351	0.334657556	0.868912485
5U	71	11	86.59	1.46	1.11	0.35	0.760273973	0.453741835	0.257837476	0.929449984	0.339512908	0.816010719
5U	72	10	88.375	2.11	1.6	0.51	0.758293839	0.431337575	0.228253487	0.929109251	0.318045561	0.786763501
5U	73	9	90.87	2.88	2.22	0.66	0.770833333	0.443238851	0.26503628	0.891792689	0.349586298	0.758251983
5U	74	8	93.565	2.51	1.57	0.94	0.625498008	0.476296788	0.25014215	0.891405632	0.300591746	0.769761593
5U	75	7	95.8	1.96	1.53	0.43	0.780612245	0.40642263	0.250034072	0.854175497	0.30133781	0.780329081
5U	76	6	97.455	1.34	0.91	0.43	0.679104478	0.527992113	0.279428201	1.023404155	0.334325043	0.93784568
5U	77	5	98.995	1.73	1.32	0.41	0.76300578	0.484821024	0.279349464	1.008344863	0.354680985	0.903808465
5U	78	4	100.715	1.71	1.43	0.28	0.83625731	0.431105549	0.235097406	0.993288054	0.345943441	0.8660406
5U	79	3	102.14	1.14	0.92	0.22	0.807017544	0.434265699	0.249747387	0.970988653	0.33455662	0.851230942
5U	80	2	103.505	1.59	1.24	0.35	0.779874214	0.461453295	0.279122705	0.911859517	0.362922305	0.81053452
5U	81	1	105.245	1.89	1.2	0.69	0.634920635	0.635143238	0.301119022	1.279289571	0.403742739	1.037578888
6D	1	65	1.735	3.47	1.35	2.12	0.389048991	0.46265295	0.349144459	0.596819677	0.408876919	0.496897121
6D	2	64	3.99	1.04	0.62	0.42	0.596153846	0.478026771	0.349146519	0.662381636	0.400490691	0.592484793
6D	3	63	5.265	1.51	1.24	0.27	0.821192053	0.491075662	0.414708067	0.713375647	0.456594529	0.649433455
6D	4	62	6.675	1.31	1.06	0.25	0.809160305	0.545776362	0.414709467	0.808077052	0.499375532	0.742515882
6D	5	61	7.84	1.02	0.71	0.31	0.696078431	0.528193227	0.327295698	0.859070974	0.420456275	0.7749456
6D	6	60	8.845	0.99	0.71	0.28	0.717171717	0.570190056	0.371003969	0.953772537	0.468884334	0.827072424
6D	7	59	9.785	0.89	0.55	0.34	0.617977528	0.628749201	0.34915084	1.012051278	0.442129001	0.930634818
6D	8	58	10.7	0.94	0.65	0.29	0.691489362	0.588071994	0.31272838	1.048476445	0.444187931	0.910570755
6D	9	57	11.58	0.82	0.54	0.28	0.658536585	0.573288305	0.334582965	0.961062564	0.434949088	0.840085367
6D	10	56	12.55	1.12	0.72	0.4	0.642857143	0.618425203	0.349152722	0.99748821	0.445674571	0.929376343
6D	11	55	13.6	0.99	0.74	0.25	0.747474747	0.53969282	0.334584322	1.019344201	0.415897089	0.906128182
6D	12	54	14.65	1.12	0.87	0.25	0.776785714	0.53361336	0.327300408	0.946499709	0.43615209	0.872778581
6D	13	53	15.73	1.04	0.78	0.26	0.75	0.539748579	0.305447055	1.048487706	0.412663017	0.921005267
6D	14	52	16.97	1.44	0.98	0.46	0.680555556	0.56122282	0.334586544	0.953789381	0.433599459	0.833116066
6D	15	51	18.435	1.49	1.25	0.24	0.838926174	0.50008378	0.327302972	0.997500913	0.418624694	0.924349853
6D	16	50	19.74	1.12	0.89	0.23	0.794642857	0.475341037	0.290880193	0.98293387	0.37076708	0.879996786
6D	17	49	20.945	1.29	0.94	0.35	0.728682171	0.501801039	0.312735051	0.939227836	0.378530806	0.832869667
6D	18	48	22.31	1.44	1.18	0.26	0.819444444	0.466830264	0.29088183	0.953800313	0.380830625	0.857136319
6D	19	47	23.76	1.46	1.15	0.31	0.787671233	0.468712538	0.283597823	0.997512262	0.351315088	0.904219205
6D	20	46	25.22	1.46	1.08	0.38	0.739726027	0.515267176	0.276313788	1.01936982	0.377087606	0.907988058
6D	21	45	26.655	1.41	1.04	0.37	0.737588652	0.53526372	0.305454005	0.96837884	0.404290256	0.903405348
6D	22	44	27.97	1.22	0.88	0.34	0.721311475	0.567353115	0.327309544	1.048515169	0.421764943	0.944169558
6D	23	43	29.125	1.09	0.81	0.28	0.743119266	0.565173054	0.327310406	1.055802511	0.433706166	0.94548798
6D	24	42	30.055	0.77	0.55	0.22	0.714285714	0.552387101	0.327311246	0.9392455	0.427843131	0.863747026
6D	25	41	30.835	0.79	0.59	0.2	0.746835443	0.551761694	0.320026767	1.019381417	0.425473174	0.92431283
6D	26	40	31.59	0.72	0.5	0.22	0.694444444	0.609098214	0.34188212	1.026667861	0.475633765	0.912426508
6D	27	39	32.295	0.69	0.42	0.27	0.608695652	0.665588351	0.371022421	1.055809234	0.495040192	0.930885488
6D	28	38	32.96	0.64	0.46	0.18	0.71875	0.568514099	0.334598199	0.975676001	0.447831931	0.876924086
6D	29	37	33.59	0.62	0.4	0.22	0.64516129	0.672997744	0.371023531	1.055812058	0.518544283	0.95382222
6D	30	36	34.15	0.5	0.38	0.12	0.76	0.607349014	0.378309004	0.895543478	0.54471337	0.805695221
6D	31	35	34.61	0.42	0.28	0.14	0.666666667	0.613857534	0.443874332	0.76441435	0.567198784	0.707175033
6D	32	34	35.055	0.47	0.31	0.16	0.659574468	0.618404813	0.40744968	0.917400141	0.502389687	0.843184118
6D	33	33	35.59	0.6	0.43	0.17	0.716666667	0.612766088	0.378310161	0.939256326	0.520452469	0.846265243
6D	34	32	36.19	0.6	0.4	0.2	0.666666667	0.648342055	0.385595577	0.990252671	0.517272278	0.910481609
6D	35	31	36.81	0.64	0.44	0.2	0.6875	0.646263645	0.349170999	1.033964203	0.507289156	0.952007521
6D	36	30	37.43	0.6	0.38	0.22	0.633333333	0.684161865	0.36374149	1.04125056	0.534172993	0.943233553
6D	37	29	37.94	0.42	0.28	0.14	0.666666667	0.690701767	0.443877422	0.990256202	0.583333962	0.905437376
6D	38	28	38.4	0.5	0.33	0.17	0.66	0.664032224	0.385597468	0.997542266	0.542336393	0.900265309
6D	39	27	38.86	0.42	0.28	0.14	0.666666667	0.642482969	0.371027697	0.953832829	0.530518438	0.866412033
6D	40	26	39.195	0.25	0.16	0.09	0.64	0.599196242	0.436593584	0.713426209	0.557707739	0.672953581
6D	41	25	39.47	0.3	0.17	0.13	0.566666667	0.715126331	0.545869814	0.924693623	0.596008219	0.870896169
6D	42	24	39.745	0.25	0.17	0.08	0.68	0.590454857	0.443879156	0.735282233	0.539870685	0.697946223
6D	43	23	40.015	0.3	0.19	0.11	0.633333333	0.605875286	0.465734639	0.771708093	0.538968811	0.721441016
6D	44	22	40.31	0.3	0.19	0.11	0.633333333	0.598080619	0.451164774	0.727998102	0.548171346	0.684287546
6D	45	21	40.61	0.3	0.18	0.12	0.6	0.669232015	0.509445711	0.844559936	0.581082384	0.80145646
6D	46	20	40.985	0.45	0.27	0.18	0.6	0.698211061	0.414739916	1.063113512	0.517540635	0.969216699
6D	47	19	41.435	0.45	0.31	0.14	0.688888889	0.647054135	0.385599907	1.033974168	0.51062161	0.949154726
6D	48	18	41.87	0.42	0.24	0.18	0.571428571	0.673882429	0.363744941	1.012119723	0.483949183	0.927126757
6D	49	17	42.355	0.55	0.35	0.2	0.636363636	0.678859693	0.4001709	0.975695303	0.560235179	0.886452593
6D	50	16	42.805	0.35	0.22	0.13	0.628571429	0.679919981	0.465737387	0.917415116	0.573027299	0.86081529
6D	51	15	43.255	0.55	0.36	0.19	0.654545455	0.624951073	0.371031115	0.997552599	0.481117497	0.897477847
6D	52	14	43.815	0.57	0.32	0.25	0.561403509	0.643776975	0.37831669	0.961128071	0.491236277	0.839029068
6D	53	13	44.325	0.45	0.28	0.17	0.622222222	0.617269949	0.400172582	0.888277533	0.508148782	0.796998928
6D	54	12	44.85	0.6	0.42	0.18	0.7	0.587887223	0.341891808	1.012126319	0.454117818	0.900015834
6D	55	11	45.4	0.5	0.35	0.15	0.7	0.542671331	0.341892222	0.90284997	0.435974849	0.791629787
6D	56	10	46.01	0.72	0.47	0.25	0.652777778	0.547294108	0.290896445	0.953847548	0.396453891	0.830873716
6D	57	9	46.815	0.89	0.57	0.32	0.640449438	0.556356056	0.327322849	0.924708423	0.412572217	0.812471018
6D	58	8	47.73	0.94	0.66	0.28	0.70212766	0.551614702	0.334608597	0.953851213	0.424790541	0.850557367
6D	59	7	48.735	1.07	0.73	0.34	0.682242991	0.506663127	0.290898118	0.837289885	0.392292254	0.752224121
6D	60	6	49.64	0.74	0.49	0.25	0.662162162	0.58112649	0.349180427	0.931999188	0.452660415	0.832919997
6D	61	5	50.405	0.79	0.5	0.29	0.632911392	0.537767432	0.327325281	0.866433499	0.407171518	0.762932801
6D	62	4	51.21	0.82	0.6	0.22	0.731707317	0.512655708	0.312755378	0.881005609	0.413777529	0.782323468
6D	63	3	51.98	0.72	0.47	0.25	0.652777778	0.561466832	0.320041175	0.932003857	0.416609641	0.833798353
6D	64	2	52.565	0.45	0.27	0.18	0.6	0.628451504	0.378323773	0.924719474	0.491650173	0.833653501
6D	65	1	53.025	0.47	0.24	0.23	0.510638298	0.863182768	0.50217378	1.259843439	0.636647869	1.09956701
6U	1	65	1.49	2.98	0.77	2.21	0.258389262	0.463423279	0.341859593	0.60410119	0.404487099	0.483957603
6U	2	64	3.775	1.59	1.11	0.48	0.698113208	0.510551369	0.385568721	0.713373342	0.452048352	0.645839597
6U	3	63	5.25	1.36	1.06	0.3	0.779411765	0.461522418	0.371001285	0.655099026	0.420481018	0.606535365
6U	4	62	6.585	1.31	1.02	0.29	0.778625954	0.527592602	0.407424786	0.771653955	0.47812806	0.701571337
6U	5	61	7.76	1.04	0.72	0.32	0.692307692	0.517115122	0.327295577	0.822647764	0.421185745	0.732956221
6U	6	60	8.815	1.07	0.68	0.39	0.635514019	0.583414728	0.36371923	0.910064763	0.460561529	0.797620306
6U	7	59	9.82	0.94	0.61	0.33	0.64893617	0.597215297	0.363720019	0.953774209	0.455195673	0.859736419
6U	8	58	10.785	0.99	0.69	0.3	0.696969697	0.542966961	0.312728422	0.93920704	0.425904092	0.81221156
6U	9	57	11.65	0.74	0.55	0.19	0.743243243	0.5042955	0.320013708	0.87364679	0.414978918	0.7628435
6U	10	56	12.49	0.94	0.61	0.33	0.64893617	0.600008519	0.363722042	0.946494941	0.455198226	0.86768815
6U	11	55	13.36	0.79	0.55	0.24	0.696202532	0.560988024	0.334584119	0.997489248	0.415907526	0.893464165
6U	12	54	14.245	0.97	0.72	0.25	0.742268041	0.538631067	0.312730728	0.997491329	0.41663861	0.889969345
6U	13	53	15.35	1.24	0.9	0.34	0.725806452	0.548074364	0.305446706	1.012063339	0.423135076	0.878796008
6U	14	52	16.465	0.99	0.68	0.31	0.686868687	0.57483488	0.341870953	0.9829265	0.435501022	0.880470439
6U	15	51	17.53	1.14	0.84	0.3	0.736842105	0.543544013	0.334586967	1.019352637	0.413938617	0.906439121
6U	16	50	18.56	0.92	0.66	0.26	0.717391304	0.531434491	0.290879352	1.026639232	0.38701594	0.898035428
6U	17	49	19.605	1.17	0.89	0.28	0.760683761	0.520256796	0.312734241	1.026641872	0.402443283	0.894735463
6U	18	48	20.725	1.07	0.81	0.26	0.757009346	0.516096276	0.3127349	0.997505076	0.407706984	0.853770606
6U	19	47	21.73	0.94	0.68	0.26	0.723404255	0.544919314	0.298166151	1.099494078	0.385155146	0.962764062
6U	20	46	22.865	1.33	0.92	0.41	0.691729323	0.585451526	0.290881945	1.084927434	0.413298459	0.971746213
6U	21	45	24.335	1.61	1.15	0.46	0.714285714	0.576484841	0.312737226	1.048507041	0.428091081	0.94746924
6U	22	44	25.97	1.66	1.03	0.63	0.620481928	0.615411486	0.305453322	1.055795243	0.423072132	0.929871065
6U	23	43	27.49	1.38	0.98	0.4	0.710144928	0.570086104	0.334594018	1.077653449	0.421194984	0.93486935
6U	24	42	28.65	0.94	0.7	0.24	0.744680851	0.515555132	0.320025246	0.953812295	0.398806156	0.856072978
6U	25	41	29.63	1.02	0.78	0.24	0.764705882	0.508148205	0.290886156	0.990238947	0.400720275	0.857288977
6U	26	40	30.675	1.07	0.83	0.24	0.775700935	0.547765892	0.33459626	1.019380862	0.442817109	0.910713765
6U	27	39	31.605	0.79	0.54	0.25	0.683544304	0.596301932	0.312742155	1.033952369	0.434427765	0.945950131
6U	28	38	32.26	0.52	0.4	0.12	0.769230769	0.519243211	0.327312585	0.975673958	0.415278428	0.865792491
6U	29	37	32.88	0.72	0.36	0.36	0.5	0.689537727	0.341882876	1.041240037	0.44771717	0.931358283
6U	30	36	33.465	0.45	0.35	0.1	0.777777778	0.540358493	0.349168299	1.019386232	0.435339183	0.907926078
6U	31	35	33.915	0.45	0.35	0.1	0.777777778	0.528703034	0.334598671	0.990247231	0.434090741	0.859846058
6U	32	34	34.44	0.6	0.35	0.25	0.583333333	0.608150491	0.305459057	0.95382337	0.4014128	0.897583258
6U	33	33	35.1	0.72	0.49	0.23	0.680555556	0.567314882	0.305459488	0.997534924	0.425438985	0.869572229
6U	34	32	35.77	0.62	0.44	0.18	0.709677419	0.563137893	0.320029926	1.00482128	0.421026704	0.9105208
6U	35	31	36.365	0.57	0.39	0.18	0.684210526	0.534491174	0.320030378	0.859122094	0.433415135	0.753489259
6U	36	30	36.96	0.62	0.39	0.23	0.629032258	0.620714518	0.312745721	1.05581896	0.435096836	0.935457544
6U	37	29	37.53	0.52	0.35	0.17	0.673076923	0.586635554	0.363741349	0.990254743	0.444084921	0.880122154
6U	38	28	38.05	0.52	0.35	0.17	0.673076923	0.600926074	0.320031532	0.990255933	0.464275359	0.88226578
6U	39	27	38.485	0.35	0.26	0.09	0.742857143	0.537126396	0.334601957	0.931976297	0.442756929	0.809749301
6U	40	26	38.82	0.32	0.21	0.11	0.65625	0.498743633	0.334602225	0.698855108	0.424798101	0.639912374
6U	41	25	39.115	0.27	0.17	0.1	0.62962963	0.580945386	0.363742629	0.924692396	0.428022575	0.840914165
6U	42	24	39.4	0.3	0.22	0.08	0.733333333	0.5007021	0.349172751	0.727996236	0.441891724	0.662430635
6U	43	23	39.7	0.3	0.22	0.08	0.733333333	0.498031234	0.320032678	0.851842873	0.409771484	0.740745546
6U	44	22	40.01	0.32	0.2	0.12	0.625	0.568180747	0.320032874	0.917409037	0.411096297	0.829988164
6U	45	21	40.385	0.42	0.28	0.14	0.666666667	0.530895763	0.320033116	0.866414289	0.40927534	0.77413661
6U	46	20	40.81	0.42	0.28	0.14	0.666666667	0.599642016	0.356458812	1.048542261	0.431911511	0.935103026
6U	47	19	41.295	0.55	0.36	0.19	0.654545455	0.565740157	0.312748666	0.990262715	0.396931927	0.885587331
6U	48	18	41.78	0.42	0.25	0.17	0.595238095	0.611091252	0.334604227	1.012118853	0.42872775	0.879272874
6U	49	17	42.225	0.47	0.28	0.19	0.595744681	0.638719123	0.400170487	0.968409164	0.490713971	0.85683198
6U	50	16	42.595	0.27	0.18	0.09	0.666666667	0.542095712	0.341889958	0.873703364	0.421621487	0.783044162
6U	51	15	42.94	0.42	0.3	0.12	0.714285714	0.542924855	0.341890167	0.961125554	0.421783675	0.845777806
6U	52	14	43.385	0.47	0.23	0.24	0.489361702	0.683051447	0.356460742	1.00483714	0.467638048	0.889489288
6U	53	13	43.83	0.42	0.32	0.1	0.761904762	0.550384453	0.341890815	0.997553023	0.442516735	0.895561152
6U	54	12	44.29	0.5	0.28	0.22	0.56	0.660106112	0.378316809	0.990268871	0.485772599	0.881985129
6U	55	11	44.84	0.6	0.44	0.16	0.733333333	0.516856626	0.312750986	0.924703815	0.40364975	0.828175537
6U	56	10	45.485	0.69	0.45	0.24	0.652173913	0.545770985	0.290895847	0.975701242	0.385117285	0.846996674
6U	57	9	46.215	0.77	0.44	0.33	0.571428571	0.580221763	0.341892422	0.873710379	0.409114722	0.808364484
6U	58	8	47.135	1.07	0.57	0.5	0.53271028	0.631394293	0.320037453	0.961134486	0.407970964	0.886096888
6U	59	7	48.09	0.84	0.55	0.29	0.654761905	0.532263188	0.312752996	0.880999078	0.38931388	0.803373943
6U	60	6	48.895	0.77	0.35	0.42	0.454545455	0.65544246	0.356464746	0.968423163	0.422031678	0.849951445
6U	61	5	49.58	0.6	0.37	0.23	0.616666667	0.606955681	0.341894893	0.997565195	0.424001346	0.901273526
6U	62	4	50.425	1.09	0.76	0.33	0.697247706	0.529440371	0.298184053	0.93200012	0.40266971	0.821397045
6U	63	3	51.58	1.22	0.79	0.43	0.647540984	0.534896038	0.305469961	0.89557618	0.387636648	0.80544236
6U	64	2	52.56	0.74	0.44	0.3	0.594594595	0.607218762	0.341896983	0.961145201	0.423690734	0.876393203
6U	65	1	53.29	0.72	0.42	0.3	0.583333333	0.656176524	0.341897595	1.019428981	0.465573808	0.923020326
7D	1	62	0.88	1.76	1.46	0.3	0.829545455	0.497255421	0.390618589	0.615138218	0.481466284	0.574095887
7D	2	61	2.415	1.31	1.07	0.24	0.816793893	0.43194586	0.325413069	0.644063851	0.398107982	0.582806403
7D	3	60	4.075	2.01	1.86	0.15	0.925373134	0.48030775	0.412280304	0.687444386	0.468859154	0.62227034
7D	4	59	5.985	1.81	1.39	0.42	0.767955801	0.435323598	0.325354306	0.694628763	0.368069433	0.65790286
7D	5	58	8.155	2.53	2	0.53	0.790513834	0.412907881	0.281881403	0.68005305	0.360865845	0.609292923
7D	6	57	10.35	1.86	1.35	0.51	0.725806452	0.405451268	0.303558881	0.578635604	0.357614487	0.532078041
7D	7	56	12.385	2.21	1.74	0.47	0.787330317	0.46817576	0.325252465	0.774003903	0.408238475	0.690071241
7D	8	55	14.62	2.26	1.81	0.45	0.800884956	0.416472008	0.303491593	0.679823361	0.370510921	0.601337711
7D	9	54	16.815	2.13	1.73	0.4	0.812206573	0.409898415	0.310696202	0.636324818	0.373524287	0.567216519
7D	10	53	18.81	1.86	1.44	0.42	0.774193548	0.388111724	0.238299625	0.715858138	0.326336453	0.599912655
7D	11	52	20.745	2.01	1.65	0.36	0.820895522	0.395863913	0.267220058	0.694076867	0.351496064	0.599216553
7D	12	51	22.655	1.81	1.42	0.39	0.784530387	0.421789067	0.259955532	0.831468019	0.335050547	0.737606245
7D	13	50	24.155	1.19	0.93	0.26	0.781512605	0.449778554	0.259930437	0.990564125	0.330871952	0.875098321
7D	14	49	25.37	1.24	1.01	0.23	0.814516129	0.41578624	0.296083516	0.773491142	0.353379553	0.689832996
7D	15	48	26.625	1.27	1.04	0.23	0.818897638	0.412304502	0.281595949	0.795138751	0.347738961	0.704253034
7D	16	47	27.87	1.22	0.93	0.29	0.762295082	0.437315678	0.238179601	0.946973247	0.312064244	0.838984068
7D	17	46	29.335	1.71	1.29	0.42	0.754385965	0.459015131	0.259864365	0.954121885	0.340311905	0.823603609
7D	18	45	30.845	1.31	1	0.31	0.763358779	0.436375416	0.252609992	0.852812257	0.335988279	0.760204889
7D	19	44	32.155	1.31	0.95	0.36	0.72519084	0.509484611	0.28874924	0.975680611	0.377423271	0.857979812
7D	20	43	33.53	1.44	1.11	0.33	0.770833333	0.485906222	0.324883248	0.896070937	0.395882562	0.78871308
7D	21	42	34.685	0.87	0.71	0.16	0.816091954	0.424249661	0.281475399	0.830956908	0.356323965	0.725669934
7D	22	41	35.53	0.82	0.65	0.17	0.792682927	0.451099474	0.31038319	0.830923178	0.380791497	0.719924094
7D	23	40	36.385	0.89	0.72	0.17	0.808988764	0.437412003	0.281451955	0.867030237	0.366096905	0.739452417
7D	24	39	37.29	0.92	0.66	0.26	0.717391304	0.497289517	0.28866872	0.953738645	0.361507291	0.841967474
7D	25	38	38.12	0.74	0.6	0.14	0.810810811	0.431080762	0.274195369	0.903097615	0.346244093	0.794666486
7D	26	37	38.875	0.77	0.6	0.17	0.779220779	0.504278319	0.288643158	0.997031954	0.39839735	0.877975859
7D	27	36	39.47	0.42	0.3	0.12	0.714285714	0.432511611	0.288631747	0.650049118	0.365977266	0.598847474
7D	28	35	39.865	0.37	0.26	0.11	0.702702703	0.463862406	0.331997199	0.664492245	0.400943307	0.612580277
7D	29	34	40.335	0.57	0.36	0.21	0.631578947	0.50495377	0.317532829	0.809036667	0.409691594	0.668260358
7D	30	33	40.92	0.6	0.44	0.16	0.733333333	0.484122388	0.281384462	0.895740832	0.381423326	0.766544808
7D	31	32	41.54	0.64	0.48	0.16	0.75	0.484874481	0.288604215	0.931849377	0.375483833	0.813046423
7D	32	31	42.135	0.55	0.45	0.1	0.818181818	0.459814074	0.281365777	0.967957093	0.378693555	0.824856412
7D	33	30	42.685	0.55	0.36	0.19	0.654545455	0.562164058	0.288586116	0.989612509	0.407030494	0.856101337
7D	34	29	43.355	0.79	0.53	0.26	0.670886076	0.568592012	0.339164756	0.989569226	0.4157968	0.880059175
7D	35	28	44.185	0.87	0.61	0.26	0.701149425	0.505606258	0.295789885	0.938941851	0.386299591	0.785518052
7D	36	27	45.105	0.97	0.64	0.33	0.659793814	0.49810588	0.281325006	0.852179121	0.368715243	0.749045296
7D	37	26	46.37	1.56	1.1	0.46	0.705128205	0.448000219	0.266855254	0.837662389	0.339044881	0.708545593
7D	38	25	48.005	1.71	1.32	0.39	0.771929825	0.446056693	0.252382944	1.003753654	0.337273864	0.814244729
7D	39	24	49.68	1.64	1.19	0.45	0.725609756	0.479966199	0.266812377	0.924204888	0.350707724	0.821783056
7D	40	23	51.17	1.34	1.03	0.31	0.768656716	0.48015535	0.310128955	0.916915862	0.371356463	0.841648427
7D	41	22	52.545	1.41	0.93	0.48	0.659574468	0.554312475	0.288435633	1.05409132	0.36494329	0.92121527
7D	42	21	53.845	1.19	0.89	0.3	0.74789916	0.483248534	0.310087956	0.851781926	0.383450546	0.779315898
7D	43	20	55.025	1.17	0.82	0.35	0.700854701	0.529018661	0.302844587	0.99617505	0.37216179	0.896511901
7D	44	19	56.17	1.12	0.88	0.24	0.785714286	0.479179937	0.29560312	0.9672287	0.378901941	0.846865924
7D	45	18	57.24	1.02	0.7	0.32	0.68627451	0.540763584	0.33169615	0.909411363	0.405974867	0.835613903
7D	46	17	58.36	1.22	0.83	0.39	0.680327869	0.567009924	0.324458308	1.024886239	0.406759223	0.908056286
7D	47	16	59.465	0.99	0.68	0.31	0.686868687	0.529675635	0.309994893	0.974286422	0.387829157	0.840822747
7D	48	15	60.545	1.17	0.83	0.34	0.709401709	0.54213344	0.317197132	1.01033132	0.400013414	0.889073503
7D	49	14	61.65	1.04	0.75	0.29	0.721153846	0.530647222	0.302739836	1.024714663	0.381868092	0.915420832
7D	50	13	62.7	1.06	0.8	0.26	0.754716981	0.538714453	0.324379054	1.046313656	0.415887859	0.916642434
7D	51	12	63.765	1.07	0.76	0.31	0.710280374	0.522174615	0.309925866	0.981287526	0.370430893	0.894191483
7D	52	11	64.72	0.84	0.62	0.22	0.738095238	0.497333947	0.288251771	0.952366139	0.372081234	0.850318864
7D	53	10	65.575	0.87	0.57	0.3	0.655172414	0.495661518	0.281020115	0.822388829	0.377012793	0.721094097
7D	54	9	66.42	0.82	0.51	0.31	0.62195122	0.605027706	0.345972467	1.02446172	0.428484652	0.895469504
7D	55	8	67.39	1.12	0.78	0.34	0.696428571	0.546434475	0.331521749	0.995535958	0.39527487	0.893212391
7D	56	7	68.385	0.87	0.63	0.24	0.724137931	0.520641646	0.309848716	0.966614828	0.402871803	0.829787481
7D	57	6	69.19	0.74	0.47	0.27	0.635135135	0.555115155	0.324267754	0.887191672	0.425616009	0.780539593
7D	58	5	70.03	0.94	0.63	0.31	0.670212766	0.552653526	0.309820835	0.973748102	0.406159763	0.850366657
7D	59	4	71.045	1.09	0.79	0.3	0.724770642	0.474585515	0.273722411	0.822150395	0.376487799	0.732909499
